hours_played_sitting,number_of_tables,vluntarily_put_money_into_pot,pot_preflop_raising,went_to_showdown,player_country,player_pro_y_n,player_prev_location,EVENT_TIMESTAMP,EVENT_LABEL
16.0,520.0,30.0,34.0,285.0,RUS,No,Key West,2023-07-24 08:51:01,fraud
22.0,560.0,54.0,67.0,292.0,RUS,Yes,Key West,2023-07-24 08:51:14,legit
32.0,492.0,39.0,43.0,193.0,CAN,No,Orlando,2023-07-24 08:50:44,legit
29.0,437.0,38.0,40.0,220.0,CAN,Yes,Orlando,2023-07-24 08:50:47,legit
17.0,492.0,35.0,68.0,318.0,CAN,No,Tampa,2023-07-24 08:51:15,legit
18.0,639.0,55.0,58.0,277.0,CAN,No,Key West,2023-07-24 08:50:49,legit
24.0,615.0,27.0,46.0,188.0,RUS,No,Key West,2023-07-24 08:51:37,fraud
30.0,471.0,41.0,47.0,226.0,CAN,No,Tampa,2023-07-24 08:51:01,legit
32.0,428.0,41.0,43.0,223.0,CAN,Yes,Orlando,2023-07-24 08:51:08,legit
31.0,505.0,40.0,41.0,241.0,CAN,No,Tampa,2023-07-24 08:50:43,legit
16.0,341.0,33.0,58.0,416.0,USA,Yes,Key West,2023-07-24 08:51:37,legit
23.0,382.0,38.0,50.0,372.0,RUS,Yes,Tampa,2023-07-24 08:51:32,legit
22.0,585.0,38.0,66.0,368.0,RUS,No,Key West,2023-07-24 08:51:37,legit
21.0,409.0,38.0,52.0,385.0,RUS,Yes,Orlando,2023-07-24 08:51:20,legit
31.0,471.0,41.0,43.0,228.0,CAN,No,Tampa,2023-07-24 08:51:32,legit
25.0,582.0,32.0,43.0,196.0,UK,No,Tampa,2023-07-24 08:51:08,legit
20.0,403.0,39.0,54.0,433.0,USA,Yes,Key West,2023-07-24 08:50:50,legit
36.0,448.0,37.0,39.0,180.0,RUS,Yes,Orlando,2023-07-24 08:50:42,legit
33.0,540.0,34.0,37.0,208.0,CAN,No,Orlando,2023-07-24 08:51:18,legit
38.0,483.0,25.0,68.0,178.0,RUS,Yes,Key West,2023-07-24 08:51:01,fraud
30.0,535.0,40.0,49.0,214.0,RUS,No,Tampa,2023-07-24 08:50:49,fraud
17.0,395.0,32.0,63.0,350.0,RUS,No,Key West,2023-07-24 08:50:41,legit
30.0,539.0,32.0,38.0,227.0,CAN,Yes,Orlando,2023-07-24 08:51:37,legit
24.0,767.0,52.0,69.0,242.0,CAN,Yes,Key West,2023-07-24 08:50:37,legit
28.0,548.0,32.0,38.0,265.0,CAN,Yes,Tampa,2023-07-24 08:51:26,legit
22.0,438.0,38.0,55.0,263.0,CAN,No,Orlando,2023-07-24 08:51:35,legit
20.0,483.0,40.0,54.0,369.0,RUS,No,Key West,2023-07-24 08:51:10,legit
26.0,452.0,36.0,46.0,204.0,CAN,Yes,Jacksonville,2023-07-24 08:50:52,legit
20.0,459.0,37.0,64.0,373.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
19.0,211.0,44.0,38.0,282.0,CAN,No,Orlando,2023-07-24 08:50:51,fraud
33.0,543.0,31.0,32.0,132.0,CAN,Yes,Orlando,2023-07-24 08:50:46,legit
30.0,436.0,43.0,56.0,203.0,CAN,No,Orlando,2023-07-24 08:51:03,legit
31.0,452.0,41.0,48.0,231.0,RUS,Yes,Orlando,2023-07-24 08:51:10,legit
21.0,474.0,31.0,69.0,347.0,RUS,Yes,Key West,2023-07-24 08:50:39,legit
23.0,674.0,52.0,71.0,315.0,CAN,Yes,Tampa,2023-07-24 08:51:21,legit
30.0,465.0,38.0,42.0,183.0,CAN,Yes,Orlando,2023-07-24 08:51:11,legit
31.0,560.0,52.0,48.0,191.0,RUS,Yes,Tampa,2023-07-24 08:50:46,fraud
33.0,404.0,46.0,55.0,208.0,CAN,No,Orlando,2023-07-24 08:50:51,legit
22.0,521.0,45.0,42.0,206.0,RUS,No,Tampa,2023-07-24 08:51:31,fraud
18.0,715.0,45.0,62.0,376.0,RUS,No,Key West,2023-07-24 08:51:36,legit
23.0,377.0,39.0,67.0,351.0,RUS,Yes,Tampa,2023-07-24 08:50:46,legit
29.0,589.0,31.0,20.0,231.0,CAN,Yes,Tampa,2023-07-24 08:51:27,legit
33.0,499.0,33.0,46.0,151.0,CAN,Yes,Jacksonville,2023-07-24 08:50:56,legit
26.0,410.0,46.0,49.0,285.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
26.0,488.0,35.0,22.0,251.0,CAN,Yes,Orlando,2023-07-24 08:51:17,legit
36.0,636.0,26.0,22.0,176.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
31.0,377.0,45.0,51.0,251.0,RUS,Yes,Jacksonville,2023-07-24 08:51:07,legit
12.0,602.0,62.0,42.0,195.0,RUS,No,Tampa,2023-07-24 08:50:51,fraud
27.0,356.0,64.0,41.0,204.0,CAN,No,Orlando,2023-07-24 08:51:35,fraud
33.0,550.0,36.0,41.0,188.0,CAN,No,Orlando,2023-07-24 08:51:09,legit
22.0,557.0,44.0,63.0,365.0,RUS,No,Key West,2023-07-24 08:50:42,legit
17.0,554.0,33.0,32.0,276.0,RUS,No,Key West,2023-07-24 08:50:48,fraud
36.0,464.0,45.0,59.0,185.0,CAN,No,Orlando,2023-07-24 08:51:15,legit
20.0,519.0,33.0,65.0,337.0,RUS,No,Key West,2023-07-24 08:50:40,legit
31.0,461.0,47.0,39.0,249.0,UK,No,Tampa,2023-07-24 08:50:47,fraud
32.0,689.0,20.0,20.0,148.0,CAN,Yes,Orlando,2023-07-24 08:50:54,legit
19.0,561.0,35.0,70.0,341.0,RUS,No,Tampa,2023-07-24 08:51:37,legit
21.0,243.0,29.0,44.0,449.0,USA,No,Key West,2023-07-24 08:50:41,legit
33.0,447.0,44.0,48.0,200.0,CAN,Yes,Jacksonville,2023-07-24 08:50:59,legit
27.0,484.0,39.0,40.0,263.0,CAN,Yes,Orlando,2023-07-24 08:51:33,legit
28.0,496.0,49.0,61.0,299.0,RUS,Yes,Key West,2023-07-24 08:50:50,legit
34.0,723.0,43.0,51.0,150.0,USA,No,Key West,2023-07-24 08:51:27,fraud
20.0,486.0,30.0,61.0,372.0,RUS,No,Tampa,2023-07-24 08:50:56,legit
30.0,431.0,47.0,64.0,169.0,UK,No,Orlando,2023-07-24 08:51:03,legit
20.0,401.0,32.0,64.0,362.0,RUS,Yes,Tampa,2023-07-24 08:51:17,legit
30.0,514.0,34.0,30.0,199.0,CAN,Yes,Orlando,2023-07-24 08:51:28,legit
18.0,438.0,35.0,68.0,367.0,RUS,Yes,Key West,2023-07-24 08:50:50,legit
15.0,484.0,38.0,66.0,349.0,RUS,Yes,Tampa,2023-07-24 08:50:53,legit
20.0,655.0,40.0,70.0,355.0,RUS,Yes,Tampa,2023-07-24 08:51:27,legit
27.0,502.0,26.0,90.0,278.0,RUS,Yes,Tampa,2023-07-24 08:51:06,fraud
15.0,473.0,29.0,72.0,339.0,RUS,No,Key West,2023-07-24 08:51:22,legit
30.0,417.0,45.0,50.0,265.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
15.0,344.0,13.0,60.0,440.0,USA,No,Key West,2023-07-24 08:50:45,fraud
21.0,490.0,34.0,79.0,371.0,USA,Yes,Tampa,2023-07-24 08:51:25,legit
17.0,452.0,29.0,59.0,401.0,RUS,Yes,Tampa,2023-07-24 08:51:26,legit
31.0,458.0,43.0,45.0,191.0,CAN,No,Orlando,2023-07-24 08:51:23,legit
20.0,450.0,30.0,56.0,368.0,RUS,No,Tampa,2023-07-24 08:51:13,legit
30.0,599.0,30.0,30.0,249.0,CAN,Yes,Orlando,2023-07-24 08:51:36,legit
15.0,676.0,38.0,79.0,320.0,RUS,No,Tampa,2023-07-24 08:50:50,legit
33.0,457.0,43.0,47.0,208.0,CAN,Yes,Orlando,2023-07-24 08:51:36,legit
18.0,465.0,34.0,61.0,337.0,RUS,Yes,Key West,2023-07-24 08:51:31,legit
22.0,587.0,45.0,59.0,370.0,RUS,No,Tampa,2023-07-24 08:50:57,legit
24.0,629.0,51.0,64.0,321.0,RUS,Yes,Tampa,2023-07-24 08:50:47,legit
31.0,484.0,37.0,49.0,203.0,CAN,No,Orlando,2023-07-24 08:51:03,legit
32.0,690.0,22.0,28.0,105.0,UK,No,Orlando,2023-07-24 08:50:42,legit
19.0,537.0,35.0,80.0,299.0,RUS,No,Key West,2023-07-24 08:51:24,legit
31.0,496.0,39.0,46.0,219.0,CAN,Yes,Orlando,2023-07-24 08:50:49,legit
17.0,592.0,45.0,61.0,313.0,RUS,Yes,Tampa,2023-07-24 08:51:36,legit
15.0,327.0,23.0,67.0,403.0,RUS,Yes,Tampa,2023-07-24 08:51:37,legit
26.0,565.0,28.0,43.0,196.0,CAN,No,Orlando,2023-07-24 08:51:28,legit
30.0,460.0,42.0,41.0,253.0,CAN,Yes,Orlando,2023-07-24 08:51:25,legit
24.0,387.0,43.0,57.0,276.0,CAN,Yes,Orlando,2023-07-24 08:50:54,legit
33.0,560.0,34.0,49.0,133.0,UK,No,Tampa,2023-07-24 08:51:15,legit
33.0,501.0,35.0,44.0,178.0,RUS,Yes,Orlando,2023-07-24 08:50:37,legit
28.0,454.0,39.0,45.0,246.0,CAN,Yes,Orlando,2023-07-24 08:50:55,legit
38.0,542.0,35.0,39.0,134.0,CAN,Yes,Orlando,2023-07-24 08:51:04,legit
31.0,404.0,47.0,57.0,222.0,CAN,No,Orlando,2023-07-24 08:50:45,legit
20.0,424.0,44.0,65.0,314.0,CAN,Yes,Orlando,2023-07-24 08:50:59,legit
33.0,470.0,40.0,30.0,218.0,CAN,Yes,Orlando,2023-07-24 08:51:36,legit
35.0,472.0,42.0,45.0,192.0,CAN,No,Orlando,2023-07-24 08:51:19,legit
27.0,484.0,38.0,50.0,183.0,CAN,No,Tampa,2023-07-24 08:51:14,legit
30.0,557.0,34.0,44.0,227.0,CAN,No,Orlando,2023-07-24 08:51:14,legit
20.0,346.0,56.0,43.0,181.0,RUS,No,Tampa,2023-07-24 08:51:19,fraud
29.0,435.0,42.0,44.0,223.0,CAN,Yes,Orlando,2023-07-24 08:51:24,legit
19.0,567.0,34.0,68.0,411.0,RUS,Yes,Tampa,2023-07-24 08:51:29,legit
19.0,433.0,50.0,45.0,336.0,CAN,Yes,Tampa,2023-07-24 08:50:44,legit
22.0,428.0,25.0,59.0,406.0,RUS,Yes,Tampa,2023-07-24 08:50:47,legit
20.0,391.0,31.0,59.0,405.0,RUS,No,Tampa,2023-07-24 08:51:20,legit
14.0,668.0,32.0,37.0,236.0,RUS,No,Key West,2023-07-24 08:51:31,fraud
16.0,465.0,24.0,67.0,380.0,RUS,No,Tampa,2023-07-24 08:50:57,legit
32.0,544.0,36.0,44.0,163.0,UK,No,Orlando,2023-07-24 08:51:24,legit
15.0,291.0,27.0,69.0,385.0,RUS,Yes,Tampa,2023-07-24 08:51:23,legit
32.0,446.0,42.0,30.0,242.0,CAN,Yes,Tampa,2023-07-24 08:51:17,legit
26.0,687.0,41.0,70.0,373.0,USA,No,Key West,2023-07-24 08:50:53,legit
40.0,539.0,35.0,46.0,123.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
22.0,577.0,44.0,62.0,339.0,RUS,Yes,Key West,2023-07-24 08:51:31,legit
31.0,603.0,33.0,53.0,200.0,RUS,Yes,Key West,2023-07-24 08:50:56,fraud
21.0,395.0,29.0,61.0,408.0,RUS,Yes,Tampa,2023-07-24 08:50:37,legit
20.0,516.0,40.0,70.0,373.0,RUS,No,Tampa,2023-07-24 08:50:43,legit
26.0,454.0,41.0,49.0,301.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
28.0,488.0,38.0,39.0,270.0,CAN,Yes,Tampa,2023-07-24 08:51:02,legit
11.0,366.0,31.0,56.0,342.0,RUS,Yes,Tampa,2023-07-24 08:50:39,legit
27.0,438.0,40.0,65.0,224.0,CAN,No,Jacksonville,2023-07-24 08:51:14,legit
23.0,498.0,34.0,74.0,414.0,RUS,Yes,Tampa,2023-07-24 08:51:05,legit
20.0,710.0,56.0,75.0,254.0,CAN,Yes,Tampa,2023-07-24 08:51:35,legit
22.0,443.0,36.0,50.0,173.0,RUS,No,Key West,2023-07-24 08:50:55,fraud
23.0,608.0,44.0,56.0,350.0,RUS,No,Key West,2023-07-24 08:50:43,legit
29.0,442.0,34.0,61.0,290.0,RUS,No,Key West,2023-07-24 08:50:59,fraud
22.0,418.0,29.0,71.0,336.0,RUS,Yes,Tampa,2023-07-24 08:51:19,legit
19.0,538.0,40.0,67.0,348.0,RUS,Yes,Key West,2023-07-24 08:51:19,legit
28.0,429.0,42.0,46.0,293.0,RUS,Yes,Orlando,2023-07-24 08:51:26,legit
19.0,442.0,33.0,60.0,321.0,RUS,Yes,Key West,2023-07-24 08:51:33,legit
31.0,521.0,34.0,44.0,165.0,CAN,No,Orlando,2023-07-24 08:50:51,legit
27.0,445.0,43.0,52.0,227.0,CAN,Yes,Orlando,2023-07-24 08:51:33,legit
16.0,433.0,10.0,68.0,410.0,USA,No,Miami,2023-07-24 08:51:19,legit
30.0,537.0,32.0,33.0,227.0,CAN,Yes,Orlando,2023-07-24 08:51:29,legit
33.0,500.0,37.0,51.0,206.0,RUS,Yes,Orlando,2023-07-24 08:51:06,legit
18.0,504.0,46.0,62.0,318.0,CAN,No,Tampa,2023-07-24 08:51:36,legit
18.0,486.0,46.0,74.0,255.0,CAN,Yes,Tampa,2023-07-24 08:51:28,legit
18.0,406.0,43.0,64.0,295.0,RUS,Yes,Tampa,2023-07-24 08:50:37,legit
24.0,375.0,51.0,55.0,263.0,UK,No,Orlando,2023-07-24 08:51:34,legit
24.0,613.0,34.0,61.0,346.0,RUS,No,Miami,2023-07-24 08:51:21,legit
23.0,524.0,33.0,30.0,278.0,CAN,Yes,Orlando,2023-07-24 08:51:37,legit
22.0,380.0,49.0,50.0,305.0,UK,No,Tampa,2023-07-24 08:50:44,legit
26.0,581.0,33.0,72.0,347.0,RUS,No,Tampa,2023-07-24 08:50:43,legit
18.0,434.0,36.0,61.0,355.0,RUS,Yes,Tampa,2023-07-24 08:51:19,legit
22.0,528.0,46.0,63.0,346.0,RUS,Yes,Tampa,2023-07-24 08:50:41,legit
10.0,246.0,21.0,43.0,458.0,RUS,Yes,Tampa,2023-07-24 08:51:21,legit
29.0,814.0,28.0,68.0,223.0,RUS,Yes,Tampa,2023-07-24 08:51:31,fraud
21.0,574.0,33.0,62.0,380.0,RUS,No,Key West,2023-07-24 08:51:35,legit
10.0,522.0,23.0,40.0,168.0,RUS,No,Key West,2023-07-24 08:51:06,fraud
22.0,490.0,33.0,63.0,364.0,RUS,No,Tampa,2023-07-24 08:51:09,legit
29.0,532.0,36.0,38.0,252.0,CAN,Yes,Orlando,2023-07-24 08:50:38,legit
32.0,427.0,46.0,51.0,199.0,CAN,No,Orlando,2023-07-24 08:51:15,legit
19.0,657.0,55.0,66.0,237.0,CAN,No,Key West,2023-07-24 08:51:28,legit
32.0,474.0,42.0,57.0,184.0,CAN,No,Orlando,2023-07-24 08:51:04,legit
15.0,609.0,41.0,73.0,348.0,RUS,Yes,Tampa,2023-07-24 08:51:12,legit
30.0,386.0,48.0,55.0,271.0,RUS,Yes,Orlando,2023-07-24 08:51:09,legit
16.0,377.0,41.0,59.0,322.0,CAN,Yes,Tampa,2023-07-24 08:51:31,legit
35.0,621.0,24.0,47.0,112.0,CAN,No,Orlando,2023-07-24 08:51:34,legit
19.0,450.0,25.0,64.0,411.0,RUS,No,Key West,2023-07-24 08:50:56,legit
24.0,770.0,37.0,64.0,389.0,USA,No,Miami,2023-07-24 08:50:38,legit
29.0,427.0,45.0,44.0,243.0,UK,No,Tampa,2023-07-24 08:50:55,legit
25.0,425.0,39.0,48.0,238.0,CAN,Yes,Orlando,2023-07-24 08:51:23,legit
15.0,523.0,38.0,41.0,184.0,RUS,No,Tampa,2023-07-24 08:50:48,fraud
26.0,450.0,46.0,39.0,286.0,UK,No,Tampa,2023-07-24 08:50:47,legit
24.0,415.0,14.0,64.0,206.0,USA,No,Miami,2023-07-24 08:50:39,fraud
14.0,371.0,35.0,58.0,351.0,RUS,No,Key West,2023-07-24 08:51:08,legit
19.0,388.0,20.0,74.0,396.0,RUS,No,Key West,2023-07-24 08:51:13,legit
24.0,608.0,34.0,81.0,334.0,RUS,No,Key West,2023-07-24 08:51:14,legit
17.0,513.0,29.0,32.0,317.0,RUS,No,Key West,2023-07-24 08:50:40,fraud
24.0,599.0,41.0,67.0,338.0,RUS,No,Tampa,2023-07-24 08:51:13,legit
18.0,518.0,27.0,76.0,381.0,RUS,No,Key West,2023-07-24 08:50:58,legit
17.0,421.0,29.0,59.0,426.0,USA,Yes,Key West,2023-07-24 08:50:55,legit
12.0,332.0,35.0,56.0,376.0,RUS,Yes,Orlando,2023-07-24 08:50:57,legit
28.0,412.0,42.0,45.0,266.0,CAN,Yes,Orlando,2023-07-24 08:51:17,legit
28.0,514.0,34.0,29.0,282.0,RUS,Yes,Orlando,2023-07-24 08:50:56,legit
33.0,661.0,27.0,43.0,136.0,UK,No,Tampa,2023-07-24 08:51:26,legit
21.0,502.0,33.0,57.0,367.0,RUS,No,Key West,2023-07-24 08:50:56,legit
35.0,479.0,40.0,52.0,200.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
25.0,391.0,46.0,50.0,285.0,CAN,No,Orlando,2023-07-24 08:50:53,legit
18.0,393.0,43.0,36.0,313.0,RUS,No,Tampa,2023-07-24 08:50:51,fraud
27.0,795.0,47.0,87.0,301.0,RUS,Yes,Tampa,2023-07-24 08:50:48,legit
20.0,520.0,41.0,59.0,362.0,RUS,No,Key West,2023-07-24 08:51:17,legit
21.0,604.0,45.0,65.0,362.0,RUS,Yes,Tampa,2023-07-24 08:51:02,legit
20.0,441.0,25.0,61.0,400.0,RUS,Yes,Tampa,2023-07-24 08:50:46,legit
26.0,421.0,42.0,52.0,303.0,RUS,Yes,Orlando,2023-07-24 08:51:12,legit
19.0,421.0,41.0,63.0,371.0,RUS,Yes,Tampa,2023-07-24 08:51:01,legit
30.0,500.0,39.0,36.0,266.0,CAN,Yes,Orlando,2023-07-24 08:51:31,legit
31.0,367.0,48.0,41.0,222.0,CAN,Yes,Orlando,2023-07-24 08:50:42,legit
27.0,424.0,39.0,42.0,244.0,CAN,Yes,Orlando,2023-07-24 08:50:37,legit
16.0,433.0,40.0,61.0,334.0,RUS,Yes,Key West,2023-07-24 08:51:32,legit
17.0,587.0,55.0,72.0,245.0,CAN,Yes,Tampa,2023-07-24 08:51:22,legit
28.0,727.0,47.0,58.0,377.0,RUS,No,Tampa,2023-07-24 08:51:19,legit
30.0,394.0,44.0,50.0,244.0,CAN,Yes,Jacksonville,2023-07-24 08:51:34,legit
13.0,227.0,20.0,61.0,397.0,RUS,Yes,Key West,2023-07-24 08:51:33,legit
18.0,429.0,34.0,65.0,319.0,RUS,No,Key West,2023-07-24 08:51:23,legit
22.0,577.0,36.0,70.0,353.0,RUS,No,Key West,2023-07-24 08:51:04,legit
29.0,451.0,40.0,38.0,255.0,CAN,Yes,Orlando,2023-07-24 08:50:51,legit
26.0,740.0,38.0,63.0,375.0,RUS,No,Key West,2023-07-24 08:50:47,legit
31.0,427.0,42.0,46.0,269.0,RUS,Yes,Orlando,2023-07-24 08:51:26,legit
36.0,543.0,35.0,38.0,145.0,CAN,No,Orlando,2023-07-24 08:50:43,legit
17.0,650.0,51.0,80.0,289.0,RUS,Yes,Tampa,2023-07-24 08:51:33,legit
14.0,398.0,23.0,56.0,394.0,RUS,No,Key West,2023-07-24 08:51:07,legit
18.0,518.0,35.0,82.0,365.0,RUS,Yes,Tampa,2023-07-24 08:50:57,legit
20.0,555.0,33.0,67.0,403.0,USA,No,Key West,2023-07-24 08:50:53,legit
18.0,643.0,37.0,65.0,357.0,RUS,No,Key West,2023-07-24 08:50:52,legit
28.0,509.0,34.0,29.0,241.0,RUS,Yes,Orlando,2023-07-24 08:51:25,legit
25.0,405.0,42.0,54.0,249.0,CAN,Yes,Jacksonville,2023-07-24 08:51:34,legit
22.0,524.0,44.0,52.0,382.0,RUS,No,Key West,2023-07-24 08:51:34,legit
17.0,274.0,15.0,49.0,396.0,RUS,No,Key West,2023-07-24 08:51:08,legit
37.0,182.0,52.0,63.0,179.0,RUS,No,Tampa,2023-07-24 08:51:33,fraud
23.0,397.0,37.0,48.0,373.0,RUS,Yes,Tampa,2023-07-24 08:51:33,legit
20.0,374.0,31.0,63.0,369.0,RUS,Yes,Tampa,2023-07-24 08:51:21,legit
13.0,334.0,36.0,33.0,262.0,RUS,No,Tampa,2023-07-24 08:50:45,fraud
20.0,389.0,35.0,56.0,344.0,RUS,Yes,Tampa,2023-07-24 08:51:12,legit
18.0,541.0,27.0,63.0,362.0,RUS,No,Key West,2023-07-24 08:51:24,legit
20.0,550.0,49.0,56.0,328.0,RUS,No,Tampa,2023-07-24 08:51:27,legit
22.0,550.0,51.0,64.0,357.0,RUS,Yes,Orlando,2023-07-24 08:51:20,legit
26.0,286.0,50.0,43.0,255.0,RUS,No,Tampa,2023-07-24 08:51:27,fraud
24.0,504.0,39.0,42.0,255.0,UK,No,Tampa,2023-07-24 08:51:25,legit
17.0,383.0,31.0,61.0,338.0,RUS,Yes,Tampa,2023-07-24 08:50:37,legit
37.0,636.0,24.0,26.0,163.0,RUS,Yes,Orlando,2023-07-24 08:50:50,legit
18.0,300.0,35.0,56.0,354.0,RUS,Yes,Key West,2023-07-24 08:50:41,legit
17.0,469.0,45.0,52.0,362.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
39.0,631.0,25.0,36.0,99.0,CAN,Yes,Orlando,2023-07-24 08:50:54,legit
34.0,612.0,27.0,28.0,162.0,CAN,Yes,Orlando,2023-07-24 08:51:37,legit
27.0,670.0,49.0,78.0,293.0,RUS,No,Key West,2023-07-24 08:51:21,legit
20.0,645.0,45.0,62.0,347.0,RUS,Yes,Tampa,2023-07-24 08:51:35,legit
21.0,654.0,58.0,75.0,242.0,RUS,Yes,Key West,2023-07-24 08:50:42,legit
31.0,431.0,40.0,34.0,267.0,RUS,Yes,Orlando,2023-07-24 08:51:35,legit
39.0,656.0,28.0,31.0,77.0,UK,No,Tampa,2023-07-24 08:51:18,legit
18.0,638.0,38.0,74.0,349.0,RUS,Yes,Key West,2023-07-24 08:51:27,legit
21.0,626.0,44.0,57.0,397.0,RUS,No,Key West,2023-07-24 08:51:35,legit
31.0,499.0,38.0,42.0,170.0,CAN,No,Orlando,2023-07-24 08:50:39,legit
28.0,509.0,36.0,36.0,216.0,CAN,Yes,Orlando,2023-07-24 08:51:12,legit
32.0,501.0,35.0,39.0,179.0,CAN,Yes,Jacksonville,2023-07-24 08:51:14,legit
33.0,552.0,35.0,37.0,194.0,CAN,Yes,Tampa,2023-07-24 08:51:34,legit
16.0,587.0,31.0,66.0,356.0,RUS,Yes,Key West,2023-07-24 08:51:22,legit
22.0,494.0,27.0,69.0,388.0,RUS,No,Tampa,2023-07-24 08:51:35,legit
28.0,460.0,40.0,46.0,261.0,CAN,Yes,Orlando,2023-07-24 08:51:21,legit
24.0,494.0,44.0,51.0,365.0,RUS,No,Key West,2023-07-24 08:51:27,legit
23.0,579.0,31.0,83.0,274.0,RUS,Yes,Key West,2023-07-24 08:50:45,fraud
19.0,671.0,40.0,61.0,379.0,RUS,No,Key West,2023-07-24 08:51:05,legit
31.0,498.0,38.0,48.0,231.0,CAN,No,Tampa,2023-07-24 08:51:31,legit
44.0,657.0,25.0,29.0,49.0,CAN,Yes,Orlando,2023-07-24 08:50:43,legit
27.0,461.0,42.0,53.0,218.0,UK,No,Orlando,2023-07-24 08:51:06,legit
35.0,588.0,31.0,47.0,166.0,CAN,Yes,Orlando,2023-07-24 08:51:10,legit
28.0,522.0,37.0,36.0,224.0,CAN,No,Tampa,2023-07-24 08:51:24,legit
21.0,537.0,36.0,57.0,366.0,RUS,No,Key West,2023-07-24 08:51:33,legit
23.0,502.0,37.0,32.0,298.0,CAN,Yes,Tampa,2023-07-24 08:50:40,legit
34.0,546.0,31.0,28.0,171.0,CAN,Yes,Orlando,2023-07-24 08:50:55,legit
35.0,619.0,29.0,30.0,163.0,CAN,Yes,Orlando,2023-07-24 08:50:41,legit
18.0,568.0,39.0,64.0,315.0,RUS,No,Key West,2023-07-24 08:50:47,legit
34.0,510.0,37.0,46.0,150.0,CAN,No,Orlando,2023-07-24 08:50:39,legit
29.0,384.0,46.0,50.0,271.0,CAN,Yes,Jacksonville,2023-07-24 08:51:13,legit
25.0,396.0,35.0,41.0,204.0,USA,No,Key West,2023-07-24 08:51:05,fraud
26.0,541.0,47.0,46.0,231.0,RUS,No,Key West,2023-07-24 08:51:37,fraud
19.0,534.0,46.0,60.0,334.0,RUS,No,Key West,2023-07-24 08:50:56,legit
35.0,509.0,40.0,38.0,209.0,CAN,Yes,Tampa,2023-07-24 08:50:49,legit
17.0,547.0,20.0,72.0,391.0,RUS,No,Miami,2023-07-24 08:50:47,legit
30.0,489.0,37.0,42.0,205.0,CAN,No,Orlando,2023-07-24 08:50:44,legit
35.0,342.0,50.0,59.0,198.0,RUS,Yes,Jacksonville,2023-07-24 08:51:28,legit
21.0,505.0,46.0,83.0,318.0,RUS,Yes,Tampa,2023-07-24 08:51:16,fraud
35.0,584.0,30.0,39.0,143.0,CAN,No,Tampa,2023-07-24 08:51:24,legit
35.0,533.0,23.0,62.0,135.0,USA,Yes,Miami,2023-07-24 08:50:40,fraud
22.0,578.0,45.0,48.0,232.0,RUS,No,Tampa,2023-07-24 08:50:44,fraud
27.0,441.0,52.0,44.0,356.0,RUS,Yes,Tampa,2023-07-24 08:51:35,legit
35.0,508.0,36.0,42.0,209.0,CAN,Yes,Orlando,2023-07-24 08:51:27,legit
22.0,613.0,41.0,62.0,372.0,RUS,No,Tampa,2023-07-24 08:51:18,legit
30.0,542.0,31.0,37.0,211.0,CAN,Yes,Jacksonville,2023-07-24 08:51:01,legit
19.0,587.0,35.0,77.0,350.0,RUS,No,Key West,2023-07-24 08:51:34,legit
31.0,470.0,39.0,47.0,217.0,CAN,Yes,Orlando,2023-07-24 08:51:18,legit
29.0,444.0,39.0,39.0,243.0,CAN,Yes,Orlando,2023-07-24 08:51:09,legit
30.0,464.0,42.0,50.0,233.0,CAN,No,Orlando,2023-07-24 08:50:55,legit
16.0,402.0,39.0,50.0,333.0,CAN,Yes,Tampa,2023-07-24 08:51:19,legit
22.0,560.0,39.0,76.0,338.0,RUS,Yes,Tampa,2023-07-24 08:50:47,legit
15.0,441.0,27.0,74.0,375.0,RUS,No,Tampa,2023-07-24 08:51:25,legit
33.0,517.0,33.0,24.0,238.0,RUS,Yes,Orlando,2023-07-24 08:51:09,legit
17.0,463.0,13.0,65.0,428.0,USA,Yes,Key West,2023-07-24 08:50:56,legit
30.0,385.0,45.0,46.0,269.0,RUS,Yes,Orlando,2023-07-24 08:50:43,legit
29.0,482.0,38.0,46.0,210.0,CAN,Yes,Orlando,2023-07-24 08:50:54,legit
35.0,540.0,35.0,41.0,167.0,CAN,Yes,Orlando,2023-07-24 08:51:26,legit
29.0,444.0,43.0,45.0,242.0,CAN,Yes,Orlando,2023-07-24 08:51:13,legit
34.0,619.0,25.0,25.0,176.0,CAN,Yes,Orlando,2023-07-24 08:51:35,legit
31.0,490.0,38.0,41.0,207.0,CAN,Yes,Orlando,2023-07-24 08:51:03,legit
22.0,565.0,38.0,79.0,377.0,RUS,Yes,Tampa,2023-07-24 08:51:16,legit
28.0,447.0,42.0,45.0,274.0,RUS,Yes,Orlando,2023-07-24 08:50:47,legit
30.0,581.0,32.0,32.0,210.0,CAN,Yes,Tampa,2023-07-24 08:51:23,legit
28.0,535.0,29.0,63.0,143.0,RUS,Yes,Key West,2023-07-24 08:51:11,fraud
